dataset,video_name,segment,start_time,end_time
catedral_notre_dame,jornal_nacional,"Os bombeiros já controlaram quase todo o fogo na catedral mais conhecida visitada de todo o planeta, mas os danos na Notre Dame, em Paris, são incalculáveis. Um desastre de proporções gigantescas para o patrimônio cultural e arquitetônico da humanidade. Os parisiense e turistas testemunharam atônicos a queda do ponto mais alto da catedral, conhecido como Fleche. O incêndio começou uma hora antes, perto das 7 da noite, no horário local, duas da tarde no Brasil. Fieis que participavam de uma missa abandonaram a catedral. Rapidamente, as chamas, no prédio de mais de 850 anos, podiam ser vistas de quase toda a capital francesa.","0,4","51,22"
catedral_notre_dame,jornal_nacional,As imagens se espalharam pelas redes sociais. 400 bombeiros da cidade e da região vieram tentar apagar o incêndio nessa segunda-feira.,"51,76","60,62"
catedral_notre_dame,jornal_nacional,"O local das chamas, no teto da catedral, dificultou bastante o trabalho. A destruição parcial de um símbolo da França deixou a cidade de Paris em choque.","60,62","70,68"
catedral_notre_dame,jornal_nacional,"Essa francesa diz que vários amigos resolveram se encontrar perto da catedral quando souberam do incêndio. É o monumento da cidade, além de um símbolo religioso.","75,28","80,48"
catedral_notre_dame,jornal_nacional,"É muito emocionante, disse ela. O padre, que já trabalhou na catedral, disse que mais de 700 anos de história se acabaram em poucas horas.","81,2","89,68"
catedral_notre_dame,jornal_nacional,"Mas que a catedral vai voltar a ficar de pé. A turista americana disse que visitou o local hoje de manhã com alguns alunos. As autoridades esvaziaram toda a ilha de la Cité, em português, ilha da cidade, que fica no rio Sena, na região central. A parte da catedral mais castigada pelas chamas foi o teto. Nesse ponto, o local estava cercado de andanhes.","89,68","113,48"
catedral_notre_dame,jornal_nacional,"O telhado gótico, construído na época medieval, passava por obras de restauração desde o ano passado. A polícia disse que a estrutura principal foi salva. As estátuas de bronze foram removidas na semana passada para as obras. O Ministério Público já abriu uma investigação sobre o caso. O presidente francês cancelou um pronunciamento que faria na TV e foi até o local conversar com os bombeiros. No fim do dia, Emmanuel Macron disse que o pior foi evitado e prometeu reconstruir Notre Dame. Ele disse que vai lançar uma campanha internacional para captar recursos. É isso que os franceses esperam. É isso que a nossa história merece, disse Macron.","115,28","151,34"
catedral_notre_dame,jornal_da_band,"O mundo inteiro parou para acompanhar estarrecido as imagens de um incêndio em Paris. As chamas consumiram a Catedral de Notre Dame, um dos patrimônios culturais mais conhecidos e visitados do planeta. A Torre Central e dois terços do telhado da igreja, construída há mais de 800 anos, não resistiram ao fogo e desabaram. Um bombeiro ficou gravemente ferido. O fogo começou apenas 50 minutos depois da catedral fechar as portas para a visitação. Eram 10h30 da noite, no horário local, quando os bombeiros receberam o primeiro chamado. O fogo se espalhou rapidamente pelo teto da catedral, entre as duas torres dos sinos. O pináculo, ponto mais alto da igreja, não resistiu e tombou. O creptar das chamas podia ser ouvido de longe e se misturava ao barulho das sirenes.","0,06","94,12"
catedral_notre_dame,jornal_da_band,"Turistas e moradores se aglomeraram às margens do rio Sena, enquanto a polícia isolava a ilha de la Cité, pequena ilha que abriga a catedral.","96,52","104,34"
catedral_notre_dame,jornal_da_band,A suspeita é que o incêndio esteja relacionado às obras de reparo que aconteciam em Notre Dame. A igreja estava rodeada de andames.,"104,56","111,68"
catedral_notre_dame,jornal_da_band,"Na última quinta-feira, 16 estátuas de bronze que adornam os telhados foram retiradas para a restauração. De acordo com a tradição, as gárgulas protegem Notre Dame contra espíritos malévulos.","113,94","125,24"
catedral_notre_dame,jornal_da_band,"A Catedral de Notre Dame é um dos monumentos mais visitados da Europa. Recebe cerca de 13 milhões de turistas todos os anos, uma média de 30 mil visitantes por dia.","125,5","135,12"
catedral_notre_dame,jornal_da_band,"Muitos líderes mundiais enviaram mensagens de solidariedade à França após o incêndio. O prefeito de Londres, Sadiqa, disse que estava de coração partido ao ver as imagens de Notre Dame em chamas. A chanceler alemã Angela Merkel lembrou que a catedral é um símbolo da França e da cultura europeia e disse que seus pensamentos estavam com os amigos franceses.","135,6","156,1"
catedral_notre_dame,jornal_da_band,"O presidente americano, Donald Trump, sugeriu que aviões tanques ajudassem no combate às chamas e alertou que era preciso agir rápido. Bombeiros explicaram que não é indicado usar aviões para apagar incêndios em perímetros urbanos. As aeronaves têm capacidade para despejar até 16 toneladas de água, mas poderiam ferir pessoas que estejam dentro ou ao redor do prédio.","156,4","177,78"
catedral_notre_dame,jornal_da_band,"Uma intervenção deste tipo também poderia destruir a estrutura remanescente da catedral. O presidente francês, Emmanuel Macron, cancelou o pronunciamento à nação que faria na noite e foi até Notre Dame supervisionar o trabalho dos bombeiros.","178,08","193,4"
catedral_notre_dame,jornal_da_record,"Olá, boa noite pra você. 856 anos de história em chamas. Depois de mais de sete horas está finalmente contido o fogo que queimou a catedral de Notre Dame, em Paris. Dois terços de todo o telhado ficaram destruídos, mas a estrutura principal está a salvo.","0,68","21,86"
catedral_notre_dame,jornal_da_record,"Um bombeiro ficou gravemente ferido. Ainda não se sabe o que provocou o incêndio, que entristeceu a França e o mundo todo nessa segunda-feira.","21,96","31,2"
catedral_notre_dame,jornal_da_record,"Era pouco antes das sete da noite na França, duas da tarde no Brasil, quando as chamas começaram a se espalhar pela famosa Catedral de Notre Dame. Em pouco tempo começavam os registros de parisienseis e turistas incrédulos ao ver uma das igrejas mais importantes do mundo pegando fogo.","31,88","49,78"
catedral_notre_dame,jornal_da_record,"A Catedral de Notre Dame está localizada no centro de Paris, numa ilha, do Rio Sena, o que dificultou a chegada e o trabalho das equipes de resgate. 400 bombeiros tentavam apagar as chamas. O pináculo da Catedral, uma torre de 93 metros, primeiro tombou para o lado, depois desabou em meio ao fogo.","51,04","72,1"
catedral_notre_dame,jornal_da_record,"A estrutura era feita de 500 toneladas de madeira e 250 de chumbo. Mesmo assim, não resistiu. Ao cair do dia, o fogo e a fumaça se misturavam com o sol no céu de Paris.","72,1","89,1"
catedral_notre_dame,jornal_da_record,"Os franceses assistiam chocados. É o símbolo nacional do país, a França está em chamas, diz se emocionada esta parisiense.","89,76","100,18"
catedral_notre_dame,jornal_da_record,"O presidente Emmanuel Macron foi pessoalmente acompanhar os torres dos bombeiros. Ao sair visivelmente abalado, afirmou, nós vamos reconstruir a Notre Dame.","102,22","112,7"
catedral_notre_dame,jornal_da_record,"O comandante da Brigada de Paris disse que muitas peças históricas foram preservadas, mas ainda era grande o medo de que os sinos das torres da Catedral caíssem.","115,76","126,0"
catedral_notre_dame,jornal_da_record,"Mais tarde, as cidades confirmaram que as duas torres estavam a salvo. No fim da noite, franceses e turistas se reuniram em frente à Catedral e cantaram hinos em homenagem aos 800 anos de história de uma senhora, sobrevivente da guerra, destruída em um único dia.","126,58","147,98"
google_huawei,sbt_brasil,"O Google suspendeu o uso do sistema Android em celulares da marca Huawei. A decisão segue uma ordem do presidente dos Estados Unidos. A briga é entre os Estados Unidos e a China, mas a repercussão mundial. Acha um absurdo porque o telefone funciona bem e é eficiente, disse o italiano que usa um smartphone da marca chinesa. Na semana passada, Donald Trump assinou um decreto alegando emergência nacional para impedir que empresas americanas negociem com algumas companhias chinesas, entre elas a Huawei. O governo dos Estados Unidos afirma que a China está usando os equipamentos da segunda maior fabricante de smartphones do mundo para espionagem.","0,44","45,08"
google_huawei,sbt_brasil,"Os americanos também temem perder o controle sobre a rede 5G. Atualmente, a Huawei é uma das empresas mais avançadas nas pesquisas dessa nova tecnologia.","45,54","56,18"
google_huawei,sbt_brasil,"Cumprindo a determinação, o Google decidiu não fornecer mais o sistema operacional Android para os telefones da marca. A decisão vai afetar principalmente os novos aparelhos da Huawei, que não vão ter aplicativos como Gmail e o YouTube.","56,68","73,32"
google_huawei,sbt_brasil,O porta-voz do Ministério das Relações Exteriores da China afirmou que os Estados Unidos espalham informações falsas para conseguir vantagens comerciais e não mostram qualquer evidência que provem as acusações.,"73,72","86,8"
google_huawei,sbt_brasil,A China ainda acusa os Estados Unidos de usarem a influência para pressionar e aniquilar as empresas estrangeiras.,"87,18","94,48"
google_huawei,sbt_brasil,A Huawei afirma que já trabalha no desenvolvimento de uma nova plataforma para que os celulares possam operar normalmente.,"94,92","103,3"
google_huawei,jornal_nacional,"Nesta segunda-feira, a guerra comercial entre China e Estados Unidos envolveu dois gigantes da tecnologia.","0,0","6,2"
google_huawei,jornal_nacional,"Sistema operacional é o que faz o smartphone funcionar, possibilita usar os aplicativos. O Android é o sistema operacional mais usado em smartphones ao redor do planeta. A Huawei é a segunda maior fabricante de smartphones do mundo.","7,38","22,24"
google_huawei,jornal_nacional,"Durante muito tempo, eles cresceram se ajudando. Mas agora, o presidente Donald Trump pode ter acabado com essa parceria. O governo proibiu empresas americanas de fazer negócios com a empresa chinesa. A Google, dona do Android, chegou a anunciar que, para cumprir a ordem, não ia mais atualizar o sistema operacional em telefones da Huawei. Mas agora, no fim do dia, o governo americano voltou atrás e baixou uma regra provisória permitindo as atualizações dos celulares por mais 90 dias. Os novos celulares da Huawei vão continuar sem poder usar o sistema e os aplicativos da Google. O detalhe é que, na China, onde a comunicação é monitorada pelo governo, ninguém tem acesso aos serviços da Google, nem mesmo nos celulares Huawei. Mas os aplicativos são indispensáveis para o comércio mundial da empresa. Os celulares da Huawei já são proibidos nos Estados Unidos. Os americanos alegam, sem mostrar provas, que eles podem ser uma porta para espionagem chinesa. Proibir empresas americanas de fazer negócios com a Huawei é mais um passo na guerra comercial entre os dois países, já de olho no mercado do 5G.","22,62","93,9"
google_huawei,jornal_nacional,A nova tecnologia 5G promete revolucionar a internet móvel e os Estados Unidos e a China lutam para definir quem vai dominar esse mercado.,"94,46","103,22"
google_huawei,jornal_da_band,"O Google decidiu não atualizar mais os aplicativos dos celulares da Huawei. Segundo a maior fabricante de smartphones do mundo atrás da sul-coreana, Samsung. A decisão decorre da guerra comercial travada entre Estados Unidos e China. Usuários de aparelhos da gigante chinesa não vão mais receber atualizações de aplicativos do sistema operacional Android, que pertence ao Google. E no futuro, celulares da Huawei nem deverão mais incluir programas como Google Maps e o YouTube. O Google alega estar seguindo diretrizes do governo americano, que proibiu empresas dos Estados Unidos de fazer negócios com companhias estrangeiras de telecomunicações consideradas perigosas para a segurança nacional.","0,08","43,64"
google_huawei,jornal_da_band,O alvo principal da medida era a Huawei. A empresa é acusada por Washington de espionagem cibernética em favor de Pequim.,"43,96","52,36"
